temperature,rainfall,humidity,ph,nitrogen,phosphorus,potassium,light_intensity,soil_type,season
21.4,978.3,74.7,6.0,331.1,145.5,529.3,636.1,Loam,Spring
25.5,910.9,70.4,6.1,387.4,146.3,530.1,661.9,Loam,Spring
20.8,1066.1,76.7,6.1,347.6,147.0,515.3,531.8,Loam,Fall
21.3,1000.0,74.9,6.3,360.9,145.6,531.2,360.3,Loam,Fall
22.9,841.0,76.1,6.1,331.2,146.0,501.3,457.7,Loam,Spring
21.3,950.5,76.4,5.9,343.7,146.8,514.9,639.7,Loam,Spring
23.2,1024.4,78.4,6.0,372.5,146.3,481.8,578.3,Loam,Summer
26.8,873.0,77.2,6.4,357.7,145.3,507.3,650.1,Loam,Fall
25.2,907.4,76.2,5.9,341.1,142.1,526.1,650.4,Loam,Summer
25.2,935.3,73.1,6.2,349.6,147.8,518.5,527.0,Loam,Spring
25.0,817.0,78.8,6.3,336.0,145.3,519.4,457.5,Loam,Summer
20.2,879.6,76.7,6.1,354.1,146.2,528.2,540.6,Loam,Spring
20.9,751.2,73.5,6.1,337.1,143.4,513.9,604.2,Loam,Spring
22.1,685.6,76.1,5.9,352.3,142.7,508.7,589.8,Loam,Summer
22.9,882.8,80.0,6.5,384.8,145.2,514.8,391.3,Loam,Fall
21.4,745.4,72.8,5.9,351.5,146.6,526.7,502.9,Loam,Summer
24.7,885.9,73.0,6.0,358.1,143.9,466.9,594.4,Loam,Fall
23.1,893.8,71.7,6.3,359.8,146.9,525.1,447.3,Loam,Summer
18.8,926.8,75.9,6.5,337.3,144.9,520.7,486.7,Loam,Spring
23.6,1134.6,74.8,6.1,339.2,142.6,506.3,341.3,Loam,Spring
23.4,900.7,74.6,6.2,370.8,147.3,490.9,450.9,Loam,Spring
22.7,912.4,72.9,6.5,364.8,145.5,515.4,537.6,Loam,Spring
25.1,1002.9,78.2,6.2,349.3,141.8,562.8,411.3,Loam,Fall
23.7,880.6,74.4,6.3,376.1,144.2,511.3,528.9,Loam,Summer
22.6,1060.2,73.2,6.3,342.4,146.7,525.6,584.7,Loam,Fall
18.3,1358.9,46.8,6.5,104.8,114.9,119.7,310.2,Loam,Fall
17.6,1503.5,47.6,6.2,107.9,114.7,92.9,263.6,Loam,Fall
18.6,1366.7,44.8,6.8,98.9,113.9,115.2,307.7,Loam,Spring
16.5,1230.9,46.8,6.4,108.9,113.7,106.2,256.2,Loam,Spring
18.4,1465.0,45.3,6.5,97.4,103.3,104.4,286.2,Loam,Spring
20.9,1134.3,50.1,6.6,98.3,104.9,98.7,265.8,Loam,Fall
16.9,1278.6,46.8,6.7,105.9,79.7,111.0,296.9,Loam,Fall
19.0,1552.1,45.2,6.4,97.4,84.6,73.6,280.6,Loam,Fall
18.1,1276.6,43.8,6.7,97.1,103.4,117.3,334.3,Loam,Spring
19.2,1538.2,43.8,6.6,88.4,98.9,100.7,313.4,Loam,Spring
17.7,1527.3,42.1,6.6,83.4,123.1,99.2,339.0,Loam,Fall
15.2,1275.8,42.6,6.8,100.0,93.6,95.6,321.9,Loam,Fall
19.0,1262.8,45.0,6.4,78.3,104.6,96.2,334.0,Loam,Fall
17.1,1366.8,45.2,6.1,95.0,98.4,92.2,328.1,Loam,Fall
16.3,1569.0,43.0,6.6,87.2,97.6,85.8,350.1,Loam,Fall
19.1,1621.5,45.4,6.7,109.7,112.2,95.2,264.1,Loam,Fall
18.4,1293.4,43.7,6.4,96.9,100.7,120.0,324.5,Loam,Spring
16.3,1599.1,42.1,6.6,116.1,81.5,107.7,320.1,Loam,Spring
17.4,1429.2,46.3,6.7,86.5,116.0,110.1,297.5,Loam,Fall
17.8,1675.0,42.4,6.5,93.7,104.5,112.6,279.2,Loam,Spring
16.4,1471.0,46.8,6.6,107.0,86.5,101.8,291.0,Loam,Spring
16.4,1388.7,44.5,6.6,95.1,121.6,101.4,260.7,Loam,Spring
17.2,1755.0,46.5,6.4,107.2,116.3,95.7,326.4,Loam,Fall
17.5,1258.3,44.6,6.4,103.3,103.2,102.7,259.0,Loam,Fall
19.0,1458.1,47.1,6.3,112.5,100.6,102.4,257.7,Loam,Spring
18.5,1339.8,44.0,6.6,95.7,116.4,87.4,321.1,Loam,Fall
16.8,1515.9,45.4,6.6,105.7,109.7,98.0,297.7,Loam,Spring
16.5,1645.2,46.5,6.4,119.2,112.1,102.7,279.3,Loam,Fall
17.7,1579.5,44.7,6.7,100.9,119.6,99.3,314.8,Loam,Fall
18.6,1418.0,44.4,6.6,110.8,122.5,86.2,335.1,Loam,Fall
18.2,1338.6,46.1,6.5,100.4,90.0,106.7,293.0,Loam,Spring
17.3,1533.5,44.6,6.8,80.2,108.4,92.6,270.2,Loam,Fall
19.0,1332.3,45.8,6.4,109.8,105.0,102.1,301.5,Loam,Fall
16.8,1484.4,46.6,6.7,104.4,104.0,102.1,283.6,Loam,Fall
17.8,1371.8,44.1,6.5,102.8,100.5,117.2,241.7,Loam,Spring
16.1,1337.4,47.4,6.7,100.6,112.3,100.6,268.6,Loam,Fall
17.3,1598.4,46.0,6.7,112.7,86.0,141.1,277.3,Loam,Spring
16.4,1231.5,45.8,6.1,109.9,132.9,101.3,331.2,Loam,Spring
15.8,1321.4,45.1,6.4,114.7,117.8,119.1,278.6,Loam,Fall
15.6,1277.7,43.6,6.3,94.3,90.8,84.1,254.8,Loam,Spring
19.1,1325.4,47.8,6.7,84.6,109.1,114.5,301.4,Loam,Fall
16.1,1298.3,48.8,6.3,106.7,101.3,104.9,374.4,Loam,Fall
18.3,1493.8,45.2,6.5,114.3,114.9,98.7,340.9,Loam,Fall
16.8,1493.5,46.1,6.1,108.3,116.9,104.1,282.8,Loam,Fall
18.1,1141.1,45.1,6.4,113.0,103.7,115.7,375.1,Loam,Spring
20.4,1107.4,66.2,6.4,48.9,27.2,71.2,503.5,Sandy Loam,Spring
26.8,1090.1,68.5,6.2,49.1,24.4,71.9,540.2,Sandy Loam,Summer
23.0,1125.5,68.1,6.7,48.7,18.0,75.7,557.7,Sandy Loam,Spring
27.9,1120.8,68.6,6.8,48.6,26.3,74.9,637.9,Sandy Loam,Summer
24.1,1142.0,69.0,6.7,48.0,27.4,76.7,464.7,Sandy Loam,Spring
26.9,1095.6,67.9,6.8,48.6,21.6,74.1,428.1,Sandy Loam,Spring
21.5,1107.9,72.8,6.7,48.4,24.9,70.4,485.5,Sandy Loam,Summer
27.2,1075.8,71.0,6.9,48.6,26.2,67.4,518.7,Sandy Loam,Spring
25.6,1088.4,71.2,6.8,48.8,29.0,70.9,515.9,Sandy Loam,Summer
25.7,1093.8,74.7,6.6,48.2,22.3,72.3,526.8,Sandy Loam,Summer
26.9,1080.2,69.8,7.1,48.5,22.8,74.9,410.3,Sandy Loam,Spring
23.7,1053.8,73.4,6.7,48.8,26.7,73.6,589.5,Sandy Loam,Spring
24.9,1079.1,66.1,6.9,48.4,31.9,77.5,482.1,Sandy Loam,Summer
24.3,1108.4,67.0,6.5,48.2,21.4,74.5,644.6,Sandy Loam,Spring
26.5,1056.6,71.2,7.0,48.8,26.9,72.8,437.7,Sandy Loam,Spring
28.2,1156.0,71.6,6.9,49.5,31.2,74.4,584.3,Sandy Loam,Summer
26.3,1056.6,72.8,6.9,49.0,23.8,73.0,600.3,Sandy Loam,Spring
27.4,1124.2,74.5,6.3,49.1,28.1,70.5,554.3,Sandy Loam,Spring
27.3,1118.6,71.8,6.8,48.5,23.4,69.7,583.4,Sandy Loam,Summer
24.5,1121.9,65.3,6.9,48.3,20.0,77.8,498.2,Sandy Loam,Summer
18.4,1078.3,69.1,6.6,47.9,27.1,74.0,496.7,Sandy Loam,Summer
21.8,1026.3,61.3,6.5,48.9,31.4,76.3,576.0,Sandy Loam,Spring
24.7,1145.2,73.4,6.9,48.1,27.6,72.5,583.3,Sandy Loam,Summer
21.1,1062.8,70.0,6.9,48.0,20.1,71.3,640.4,Sandy Loam,Spring
22.8,1108.3,72.5,6.7,48.7,30.6,69.6,588.7,Sandy Loam,Spring
26.4,1061.3,75.6,6.6,48.1,27.2,72.2,358.0,Sandy Loam,Spring
22.3,1090.0,71.0,7.0,47.7,21.3,70.0,540.9,Sandy Loam,Spring
21.7,1112.8,66.4,6.6,48.4,33.5,70.8,521.7,Sandy Loam,Summer
19.6,1092.5,67.9,6.8,48.7,39.2,73.1,466.9,Sandy Loam,Spring
24.0,1142.0,71.3,6.9,48.1,27.9,70.7,547.6,Sandy Loam,Spring
23.3,1107.2,69.0,6.9,49.2,23.0,71.8,563.9,Sandy Loam,Spring
26.3,1133.7,65.4,6.9,49.1,31.8,75.7,490.6,Sandy Loam,Spring
23.2,1047.3,75.4,6.3,48.9,20.7,70.9,574.3,Sandy Loam,Spring
25.3,1109.6,68.0,6.8,48.3,18.2,73.5,667.7,Sandy Loam,Spring
27.2,1056.2,69.9,6.9,48.2,30.9,70.0,565.9,Sandy Loam,Summer
25.1,1097.6,72.1,6.7,47.8,32.2,73.4,575.2,Sandy Loam,Summer
25.4,1161.4,69.2,7.0,49.6,26.6,68.6,463.7,Sandy Loam,Spring
26.1,1080.7,67.5,6.6,48.4,30.3,71.1,471.7,Sandy Loam,Spring
25.2,1073.4,67.3,6.9,48.8,27.5,69.1,622.1,Sandy Loam,Spring
25.6,1137.5,67.6,6.3,48.5,27.9,70.0,432.7,Sandy Loam,Spring
25.8,1109.4,73.2,6.9,48.5,32.9,69.4,568.1,Sandy Loam,Spring
25.7,1069.1,71.2,7.2,49.4,25.3,78.8,528.5,Sandy Loam,Summer
29.7,1118.7,62.4,6.6,48.5,26.8,77.6,373.8,Sandy Loam,Summer
29.3,1117.6,74.3,6.4,47.5,25.5,72.2,609.3,Sandy Loam,Summer
23.7,1093.5,68.3,6.7,48.2,31.8,75.0,689.1,Sandy Loam,Summer
24.0,1478.3,53.8,5.6,143.8,155.4,221.8,523.4,Sandy Loam,Fall
24.4,1373.3,55.4,6.4,147.0,155.2,222.9,545.4,Sandy Loam,Summer
24.1,1392.5,54.9,6.0,143.9,152.7,231.3,621.5,Sandy Loam,Fall
26.5,1354.3,55.2,6.2,146.3,155.2,226.1,700.5,Sandy Loam,Spring
25.0,1455.2,55.7,6.1,143.2,154.7,224.8,594.7,Sandy Loam,Fall
24.0,1372.8,54.4,6.4,143.6,153.5,222.3,467.5,Sandy Loam,Summer
24.5,1453.9,52.9,6.5,145.5,153.4,223.1,593.7,Sandy Loam,Summer
23.1,1498.4,53.3,6.0,145.7,151.5,217.6,616.4,Sandy Loam,Summer
25.0,1401.8,57.3,6.1,146.5,156.0,223.2,499.0,Sandy Loam,Spring
25.2,1449.1,55.9,6.2,144.4,157.9,222.1,737.1,Sandy Loam,Summer
23.8,1366.4,52.7,6.1,144.1,157.7,228.6,524.2,Sandy Loam,Spring
25.2,1350.5,57.9,6.1,145.6,157.4,221.9,557.3,Sandy Loam,Fall
25.1,1449.1,53.0,6.2,142.9,154.2,222.9,522.3,Sandy Loam,Spring
23.7,1429.3,57.0,6.1,143.6,156.1,226.2,655.9,Sandy Loam,Fall
25.2,1372.1,54.0,6.5,145.8,153.8,231.7,481.9,Sandy Loam,Spring
23.2,1369.4,55.8,5.9,147.2,153.5,228.7,531.6,Sandy Loam,Fall
26.3,1367.9,53.6,6.3,144.3,157.0,225.4,489.1,Sandy Loam,Spring
24.5,1441.9,55.8,6.0,142.5,158.9,224.5,558.8,Sandy Loam,Summer
24.0,1452.2,54.2,6.1,143.7,154.9,221.9,523.8,Sandy Loam,Fall
24.1,1413.0,59.3,6.3,144.4,155.6,226.8,616.8,Sandy Loam,Fall
24.5,1379.1,55.7,6.1,143.7,157.7,232.0,540.0,Sandy Loam,Fall
22.8,1442.8,56.6,6.4,143.6,155.9,219.4,627.0,Sandy Loam,Fall
24.4,1428.6,56.1,6.3,145.8,154.6,224.8,589.7,Sandy Loam,Fall
24.0,1281.4,54.7,6.1,141.5,152.2,217.1,491.4,Sandy Loam,Spring
24.2,1363.5,54.9,6.1,147.4,151.7,227.2,396.0,Sandy Loam,Fall
24.8,1475.0,53.2,6.0,144.0,155.9,222.7,503.4,Sandy Loam,Summer
25.1,1422.3,53.4,6.2,146.3,155.4,225.3,650.3,Sandy Loam,Summer
23.2,1321.7,55.7,6.2,142.3,153.1,219.8,523.7,Sandy Loam,Spring
24.7,1455.5,55.5,6.5,144.3,154.5,227.3,603.4,Sandy Loam,Summer
25.0,1372.5,55.1,6.4,146.4,155.6,219.5,512.2,Sandy Loam,Spring
25.0,1289.1,52.9,6.1,143.2,157.5,220.4,541.3,Sandy Loam,Spring
25.0,1348.4,53.2,6.0,144.7,153.2,226.8,577.9,Sandy Loam,Fall
25.4,1359.7,56.6,6.2,143.8,154.6,222.9,539.9,Sandy Loam,Spring
23.8,1354.5,54.2,6.1,145.9,153.7,229.3,565.7,Sandy Loam,Summer
25.2,1422.4,57.1,6.2,142.8,156.3,231.2,470.0,Sandy Loam,Summer
24.5,1375.0,56.0,6.1,142.1,154.7,229.8,518.9,Sandy Loam,Fall
26.1,1373.3,54.5,6.0,143.8,155.7,232.5,450.7,Sandy Loam,Fall
25.5,1355.9,57.3,6.1,145.3,154.4,223.4,539.4,Sandy Loam,Summer
24.4,1406.6,53.5,5.9,143.6,153.9,227.9,469.0,Sandy Loam,Fall
23.9,1343.2,55.2,6.3,142.4,157.2,224.0,602.1,Sandy Loam,Summer
25.1,1439.8,54.8,6.4,144.8,158.4,224.0,687.3,Sandy Loam,Fall
23.2,1464.1,52.8,6.4,143.8,154.4,220.5,501.4,Sandy Loam,Summer
24.9,1354.1,54.9,6.0,144.4,156.2,219.2,603.7,Sandy Loam,Fall
24.9,1297.9,57.4,6.1,141.9,157.1,228.3,579.2,Sandy Loam,Spring
23.4,1336.0,53.0,6.1,146.0,152.5,217.7,546.6,Sandy Loam,Fall
16.9,1268.4,48.2,6.7,52.1,114.0,171.9,234.7,Loam,Spring
17.9,1166.3,56.2,6.8,47.9,133.8,198.2,233.3,Loam,Fall
21.3,1239.9,48.0,7.0,58.3,128.4,161.5,244.5,Loam,Spring
17.8,1195.9,51.3,6.9,52.0,164.7,172.9,272.5,Loam,Spring
18.2,1307.5,48.9,7.5,52.1,145.2,166.3,290.8,Loam,Fall
18.7,1091.5,48.0,7.2,64.5,137.4,184.0,273.9,Loam,Fall
17.8,1146.7,57.5,7.4,54.2,140.6,174.4,211.6,Loam,Spring
18.3,1117.8,50.6,7.4,60.7,114.3,163.3,244.6,Loam,Spring
18.0,1213.6,52.3,6.9,44.9,109.0,188.0,254.2,Loam,Spring
16.3,1204.2,53.6,7.4,53.8,104.2,165.5,274.3,Loam,Fall
20.8,1239.4,46.2,7.2,53.0,129.0,159.6,259.7,Loam,Fall
19.9,1117.8,47.9,7.2,49.6,116.9,183.7,240.7,Loam,Spring
21.3,1152.8,48.6,7.1,43.3,136.0,202.1,244.7,Loam,Fall
20.0,1223.1,51.6,7.5,49.1,118.0,162.2,290.2,Loam,Spring
17.9,1180.1,43.4,7.0,52.8,93.7,162.7,242.3,Loam,Fall
19.6,1125.6,52.1,7.0,54.4,122.0,167.2,249.3,Loam,Fall
17.8,1259.9,53.5,6.9,58.3,136.6,175.8,229.6,Loam,Fall
20.5,1222.2,47.1,6.7,47.0,126.2,172.9,257.6,Loam,Spring
19.0,1241.0,51.3,7.3,50.1,150.5,132.9,283.3,Loam,Fall
19.2,1195.3,54.4,7.5,54.1,118.5,183.5,247.1,Loam,Spring
16.8,1191.4,50.8,7.5,47.4,150.0,207.7,248.4,Loam,Fall
18.8,1167.3,49.8,7.3,52.6,122.9,146.5,260.3,Loam,Spring
20.1,1259.8,47.3,7.1,53.3,139.3,186.5,281.8,Loam,Spring
20.4,1245.1,50.3,7.4,53.5,137.5,175.5,244.7,Loam,Fall
21.5,1252.9,48.7,7.1,44.0,138.4,159.0,248.0,Loam,Fall
20.9,1209.3,51.5,6.7,55.2,125.9,200.7,242.9,Loam,Spring
17.4,1183.2,51.4,7.2,53.2,154.3,153.2,271.3,Loam,Fall
19.7,1189.2,47.5,7.0,57.8,124.9,167.8,267.4,Loam,Spring
21.6,1266.1,53.8,7.3,57.4,113.1,175.6,248.8,Loam,Fall
18.6,1210.8,53.6,7.4,48.4,136.4,159.1,255.9,Loam,Spring
21.0,1282.7,47.6,7.4,48.5,131.3,177.1,263.1,Loam,Fall
19.6,1374.1,54.7,7.0,56.3,148.0,172.4,258.4,Loam,Spring
18.4,1161.5,48.6,7.3,54.7,122.5,149.8,243.8,Loam,Spring
16.9,1116.8,54.4,7.4,46.0,132.3,172.2,233.3,Loam,Spring
17.8,1186.2,52.4,7.4,52.1,109.6,166.3,250.9,Loam,Spring
18.5,1223.9,53.2,7.6,49.1,126.6,157.0,248.7,Loam,Spring
17.9,1280.7,45.1,6.9,53.9,133.1,175.5,222.9,Loam,Spring
19.5,1077.8,50.3,7.0,48.8,130.0,173.1,253.7,Loam,Fall
16.1,1148.8,48.1,7.1,48.1,134.3,182.5,248.1,Loam,Fall
19.7,1152.2,54.5,7.1,52.3,148.6,160.9,272.5,Loam,Spring
18.0,1165.4,44.7,7.3,56.4,129.4,157.1,278.5,Loam,Spring
17.1,1255.7,47.3,7.3,46.0,124.3,179.3,226.6,Loam,Spring
19.4,1083.1,44.1,6.4,57.9,148.6,160.5,214.7,Loam,Fall
17.8,1215.3,51.8,6.9,53.4,148.1,173.4,227.6,Loam,Fall
19.0,1193.2,50.6,7.5,49.3,144.1,229.1,272.4,Loam,Spring
26.7,813.9,92.4,6.4,143.8,63.4,137.4,654.1,Loam,Summer
19.0,756.8,93.4,6.6,132.0,59.6,130.8,530.0,Loam,Summer
20.1,772.6,93.0,6.7,137.3,61.2,138.8,571.3,Loam,Summer
23.3,773.1,93.6,6.2,149.4,54.4,125.6,562.4,Loam,Summer
19.6,789.1,91.7,6.9,134.1,58.5,134.7,624.9,Loam,Summer
24.5,776.7,92.8,6.7,130.6,55.9,131.0,605.4,Loam,Fall
27.0,765.4,92.6,7.0,144.2,57.4,141.8,526.4,Loam,Fall
24.9,775.2,92.9,5.9,140.8,66.4,136.4,610.8,Loam,Fall
22.5,752.0,92.3,6.6,134.3,63.3,142.9,591.2,Loam,Fall
23.0,797.6,91.7,6.6,139.7,62.8,144.4,653.4,Loam,Summer
22.9,808.4,92.5,6.3,129.2,62.2,141.7,605.6,Loam,Summer
23.6,779.6,94.3,6.3,143.1,54.6,139.8,576.7,Loam,Summer
16.9,817.9,92.5,6.4,147.2,60.8,140.0,535.7,Loam,Summer
21.6,778.3,92.8,6.9,132.3,62.2,142.5,626.3,Loam,Fall
18.9,759.4,93.0,6.9,143.8,53.7,145.0,659.5,Loam,Fall
21.8,806.7,92.0,6.2,133.4,59.8,132.8,545.9,Loam,Fall
24.9,764.2,93.4,6.3,146.1,54.7,134.1,633.1,Loam,Summer
21.6,817.3,92.5,6.9,136.2,64.0,139.5,617.1,Loam,Summer
23.3,832.5,92.6,6.4,151.0,60.7,130.5,621.2,Loam,Summer
23.8,775.9,92.7,6.3,129.9,62.5,146.7,613.6,Loam,Summer
21.1,766.7,92.4,6.6,134.9,56.4,140.8,587.7,Loam,Summer
22.5,789.2,93.2,6.2,138.8,58.3,139.4,602.3,Loam,Summer
20.6,788.9,94.5,6.9,138.0,55.8,148.3,597.4,Loam,Fall
19.5,769.5,91.5,6.2,136.6,58.0,143.8,623.7,Loam,Summer
19.7,776.1,92.8,6.9,131.6,60.6,147.5,695.0,Loam,Summer
24.0,811.4,92.8,6.6,141.3,56.0,142.8,574.0,Loam,Fall
23.7,793.7,93.5,6.3,126.0,57.6,142.5,657.1,Loam,Fall
23.6,759.4,94.5,6.2,147.6,58.4,127.2,601.1,Loam,Summer
22.0,755.5,92.1,6.4,133.7,62.4,128.8,553.3,Loam,Summer
20.3,713.8,91.0,6.9,153.9,62.3,153.6,575.4,Loam,Fall
24.0,735.7,93.2,6.4,141.7,60.7,150.0,584.7,Loam,Fall
22.9,707.8,93.4,6.9,138.7,54.5,135.5,572.3,Loam,Fall
25.3,760.9,91.9,6.2,129.1,57.4,132.3,556.6,Loam,Fall
17.1,810.6,92.0,6.5,147.0,60.7,135.6,595.7,Loam,Summer
21.9,804.5,91.9,6.8,136.7,63.8,139.0,588.7,Loam,Summer
18.5,735.5,90.8,6.5,134.7,59.9,143.3,614.4,Loam,Summer
22.2,778.2,92.9,6.3,142.0,57.1,139.7,568.1,Loam,Fall
26.0,794.4,91.9,6.8,146.5,65.9,134.0,568.0,Loam,Summer
20.8,767.6,95.3,6.5,143.5,58.0,138.3,611.5,Loam,Fall
18.9,792.6,92.4,6.6,138.3,58.9,149.2,604.1,Loam,Summer
23.2,742.8,92.3,6.6,137.7,56.3,149.4,524.1,Loam,Summer
25.6,717.4,92.0,6.2,132.3,60.4,134.4,554.0,Loam,Summer
23.2,831.7,91.9,6.5,144.7,59.1,141.3,581.3,Loam,Summer
21.5,785.7,92.6,6.5,137.0,56.5,141.0,651.3,Loam,Fall
21.1,754.6,92.7,6.6,143.4,60.0,152.8,625.3,Loam,Summer
17.2,946.0,63.5,6.0,158.7,42.7,128.1,322.5,Sandy,Fall
14.6,933.5,66.8,5.9,146.5,38.1,125.5,300.1,Sandy,Spring
14.1,1069.8,67.8,6.4,146.1,42.6,125.5,343.8,Sandy,Spring
15.0,1091.9,66.5,6.6,148.1,41.1,125.3,254.3,Sandy,Spring
19.1,979.6,66.8,6.3,152.8,44.5,117.7,305.9,Sandy,Fall
12.7,1035.0,61.6,5.8,137.2,42.0,119.0,304.0,Sandy,Fall
12.7,982.2,63.3,6.2,147.5,45.0,120.4,283.1,Sandy,Spring
16.5,976.9,63.8,6.3,130.0,41.9,127.6,304.1,Sandy,Fall
19.3,951.2,64.5,6.3,148.3,37.9,116.7,335.7,Sandy,Fall
15.2,981.7,65.0,6.4,136.3,46.8,133.3,319.3,Sandy,Spring
16.2,1008.1,61.8,6.3,138.9,47.6,129.3,309.1,Sandy,Fall
19.7,962.4,61.2,6.1,153.2,46.8,127.8,294.6,Sandy,Spring
16.9,1082.6,65.5,5.9,140.3,44.2,117.8,340.0,Sandy,Fall
18.0,967.9,64.6,6.5,136.2,44.4,124.2,328.9,Sandy,Fall
17.8,929.3,64.6,6.4,145.5,43.7,120.0,245.1,Sandy,Spring
15.7,927.1,66.4,6.2,147.7,42.4,124.1,264.4,Sandy,Spring
18.0,908.2,63.5,6.0,130.9,44.7,115.0,241.8,Sandy,Spring
17.3,1021.0,66.0,6.0,142.6,40.3,129.7,337.2,Sandy,Fall
18.0,1010.6,67.8,6.2,151.3,49.1,125.7,302.4,Sandy,Spring
16.2,1103.2,65.0,6.4,147.6,42.5,129.7,287.0,Sandy,Fall
15.9,895.9,66.0,5.9,140.0,44.9,117.8,375.1,Sandy,Fall
17.3,1015.1,65.0,6.1,153.2,41.6,120.0,211.5,Sandy,Fall
15.9,972.2,62.8,6.4,147.2,40.4,122.4,260.6,Sandy,Spring
18.0,1062.9,64.4,6.0,148.8,42.7,133.1,339.2,Sandy,Fall
16.4,977.1,64.4,6.8,131.7,44.8,124.4,268.1,Sandy,Spring
18.3,1052.4,64.1,6.2,148.3,45.3,117.7,282.8,Sandy,Fall
14.0,821.1,64.0,6.4,148.3,38.3,127.1,225.5,Sandy,Fall
16.0,1060.9,63.9,5.8,152.8,44.2,124.1,252.5,Sandy,Spring
17.8,914.6,64.8,6.2,154.4,36.8,124.3,297.6,Sandy,Spring
13.6,897.5,66.2,6.6,141.1,44.1,129.1,295.0,Sandy,Spring
14.2,1064.9,63.5,6.3,148.6,42.1,124.3,272.1,Sandy,Spring
18.5,959.8,64.2,6.3,146.3,47.6,109.2,261.8,Sandy,Spring
16.5,946.9,63.6,6.3,153.0,43.4,129.6,265.3,Sandy,Fall
20.0,1029.6,66.1,6.3,157.0,48.3,124.1,301.6,Sandy,Fall
16.2,1026.9,65.4,6.6,156.3,43.8,127.3,304.5,Sandy,Fall
20.7,1008.5,67.2,6.5,150.1,44.3,136.1,301.9,Sandy,Spring
16.9,1006.5,65.3,6.3,145.4,44.6,130.1,275.4,Sandy,Fall
15.8,909.5,63.4,6.0,143.6,46.5,121.6,277.8,Sandy,Fall
16.2,964.2,65.2,6.3,135.9,47.6,133.4,331.7,Sandy,Fall
18.1,852.5,67.8,6.1,143.1,49.5,137.1,254.5,Sandy,Spring
17.7,830.4,63.4,6.2,135.9,47.3,119.3,268.9,Sandy,Spring
21.1,1128.2,67.5,6.3,158.4,45.2,138.4,281.3,Sandy,Fall
13.6,969.7,63.7,6.2,149.2,50.8,123.4,293.8,Sandy,Spring
17.3,1052.9,64.4,6.2,146.1,38.0,122.8,243.9,Sandy,Fall
18.1,1026.1,61.2,6.2,151.9,55.1,133.3,341.9,Sandy,Spring
18.2,788.8,92.6,5.7,173.8,63.6,124.0,75.2,Loam,Summer
18.4,726.6,93.7,5.6,180.0,58.7,116.1,80.6,Loam,Winter
20.1,791.5,94.5,5.6,166.5,56.4,121.7,84.5,Loam,Summer
18.9,706.6,94.9,5.7,181.3,64.8,117.0,87.1,Loam,Summer
17.8,547.5,93.7,5.7,174.5,57.9,120.1,81.1,Loam,Summer
18.7,586.9,92.9,5.5,176.3,63.2,116.1,78.1,Loam,Fall
17.0,795.5,94.2,5.7,172.1,58.1,126.3,77.1,Loam,Spring
17.4,502.9,93.9,5.7,181.9,57.8,132.9,82.8,Loam,Fall
18.7,649.8,95.9,5.6,172.5,62.9,136.1,80.5,Loam,Fall
18.6,746.4,92.8,5.7,169.6,56.9,119.2,78.7,Loam,Summer
18.7,850.9,95.2,5.7,174.1,60.4,116.1,78.1,Loam,Summer
18.2,696.1,93.2,5.7,168.0,62.8,135.1,78.0,Loam,Winter
18.7,842.9,92.1,5.7,180.2,63.1,112.0,78.4,Loam,Fall
19.0,712.7,91.2,5.7,184.8,57.5,116.4,78.7,Loam,Summer
18.3,767.1,94.4,5.7,170.9,65.4,123.1,79.7,Loam,Summer
18.3,730.9,94.8,5.6,175.4,66.8,124.6,80.5,Loam,Winter
18.3,708.9,93.8,5.5,180.2,58.9,103.0,82.1,Loam,Summer
19.6,661.2,94.0,5.6,182.5,59.8,118.7,82.7,Loam,Fall
18.6,688.1,94.2,5.7,177.0,57.7,141.7,77.3,Loam,Fall
17.4,745.1,95.0,5.7,175.4,60.0,120.8,84.2,Loam,Spring
18.2,788.0,93.3,5.5,172.9,62.7,131.6,75.8,Loam,Spring
15.7,806.6,94.7,5.7,181.2,60.8,122.1,83.4,Loam,Fall
19.8,743.8,94.9,5.8,185.6,69.7,128.7,83.5,Loam,Fall
18.1,713.1,93.2,5.6,165.6,61.4,111.7,85.0,Loam,Fall
18.4,833.4,92.2,5.6,178.2,64.0,129.9,75.7,Loam,Winter
17.2,617.6,92.2,5.7,173.5,56.3,126.9,82.6,Loam,Winter
17.1,794.1,94.6,5.7,182.5,57.4,123.3,78.5,Loam,Spring
17.8,844.4,91.5,5.7,170.6,57.4,110.9,78.0,Loam,Summer
18.1,713.0,94.8,5.6,190.1,57.5,117.1,77.8,Loam,Winter
18.2,804.3,93.6,5.8,189.0,59.8,124.5,77.8,Loam,Spring
18.7,800.7,94.7,5.5,182.2,54.2,127.1,81.2,Loam,Spring
21.2,699.4,94.4,5.7,176.6,55.4,128.6,84.9,Loam,Summer
18.6,866.2,95.3,5.8,174.0,58.0,126.2,79.6,Loam,Summer
19.5,765.2,92.2,5.5,170.4,58.7,128.0,76.7,Loam,Fall
19.1,701.3,93.5,5.6,196.3,58.9,128.8,78.2,Loam,Spring
20.3,663.8,93.8,5.7,175.6,58.5,138.0,76.8,Loam,Summer
17.8,838.9,93.1,5.6,170.9,58.2,124.5,83.9,Loam,Summer
17.6,723.1,95.7,5.5,177.1,55.7,138.1,76.5,Loam,Winter
